,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,seats
2675,Skoda Superb 1.8 TSI MT,3.75,36.7,2011,0,61000.0,0,4,1,13.14,1798.0,5
2676,Maruti Alto K10 VXI AGS Optional,3.5,0.0,2016,0,28000.0,0,4,0,23.95,998.0,5
2677,Honda Jazz 1.2 S i VTEC,5.61,8.87,2015,0,15000.0,0,4,1,18.7,1199.0,5
2678,Maruti Alto 800 CNG LXI Optional,2.8,0.0,2016,0,26000.0,0,0,1,30.46,796.0,5
2679,Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,16.5,20.73,2018,0,52000.0,0,1,1,13.68,2393.0,5
2680,Maruti Celerio ZXI,4.25,0.0,2016,0,43782.0,0,4,1,23.1,998.0,5
2681,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,18.25,0.0,2017,0,80000.0,0,1,0,11.36,2755.0,5
2682,Maruti Ertiga ZDI Plus,8.25,0.0,2016,0,56000.0,0,1,1,20.77,1248.0,5
2683,Maruti Wagon R AMT VXI,5.05,5.4,2017,1,15000.0,0,4,0,20.51,998.0,5
2684,Honda City 2017-2020 GXi,1.75,12.9,2007,0,85000.0,0,4,1,17.7,1497.0,5
2685,Maruti Ertiga VDI,8.55,0.0,2017,0,60000.0,0,1,1,25.47,1248.0,5
2686,Hyundai Verna SX AT Diesel,7.51,12.85,2016,0,63000.0,0,1,0,21.3,1493.0,5
2687,Toyota Camry 2.5 G,12.5,47.5,2016,0,119851.0,0,4,0,12.98,2494.0,5
2689,Chevrolet Beat LT,2.76,0.0,2017,0,31370.0,0,4,1,17.8,1199.0,5
2690,Maruti Baleno Sigma 1.2,4.9,0.0,2018,1,30000.0,0,4,1,21.4,1197.0,5
2691,Maruti Ritz VDi,3.9,0.0,2013,0,77000.0,0,1,1,21.1,1248.0,5
2692,Honda Jazz 1.5 V i DTEC,6.11,0.0,2015,0,82503.0,0,1,1,27.3,1498.0,5
2693,Toyota Etios Liva 1.4 VD Dual Tone,6.0,0.0,2018,1,40000.0,0,1,1,23.59,1364.0,5
2694,Ford Figo Petrol ZXI,2.95,6.77,2013,0,34000.0,0,4,1,15.6,1196.0,5
2695,Honda Jazz 1.5 S i DTEC,4.85,0.0,2016,0,39000.0,0,1,1,27.3,1498.0,5
2696,Maruti Swift VDI,6.85,0.0,2018,1,54000.0,0,1,1,28.4,1248.0,5
2697,Toyota Innova Crysta 2016-2020 2.4 ZX AT,20.9,21.26,2018,0,42000.0,0,1,0,13.68,2393.0,5
2698,Volkswagen Vento 1.2 TSI Highline AT,4.99,10.48,2014,0,45260.0,0,4,0,18.19,1197.0,5
2699,Maruti Vitara Brezza LDi Option,7.1,0.0,2016,0,110000.0,0,1,1,24.3,1248.0,5
2700,Renault Duster 85PS Diesel RxE,5.5,0.0,2014,0,79600.0,0,1,1,20.45,1461.0,5
2701,Maruti Ertiga VXI CNG,6.85,10.23,2015,0,31000.0,0,0,1,22.8,1373.0,5
2702,Hyundai EON Magna Plus Option,3.15,0.0,2016,0,9800.0,0,4,1,21.1,814.0,5
2703,Maruti Ciaz 1.4 AT Alpha,8.45,0.0,2017,0,27001.0,0,4,0,19.12,1373.0,5
2704,Honda City 1.5 V AT,2.9,12.9,2009,0,67500.0,0,4,0,16.8,1497.0,5
2705,Volkswagen Polo 2015-2019 GT TSI,6.8,6.96,2016,0,22500.0,0,4,0,17.21,1197.0,5
2706,Hyundai Verna 1.6 CRDi SX,11.0,12.84,2017,1,50000.0,0,1,1,23.9,1582.0,5
2707,Maruti Ignis 1.3 Delta,4.8,0.0,2017,1,80000.0,0,1,1,26.8,1248.0,5
2708,Renault Duster 85PS Diesel RxZ,8.5,0.0,2016,1,50000.0,0,1,1,19.87,1461.0,5
2709,Volkswagen Ameo 1.5 TDI Highline,5.35,0.0,2016,1,60000.0,0,1,1,21.66,1498.0,5
2710,Maruti Wagon R LXI Optional,3.25,0.0,2014,0,34000.0,0,4,1,20.51,998.0,5
2711,Toyota Innova 2.5 VX (Diesel) 7 Seater,11.4,0.0,2014,0,79000.0,0,1,1,12.99,2494.0,5
2712,Hyundai Grand i10 Sportz,4.5,7.05,2016,0,47500.0,0,4,1,18.9,1197.0,5
2713,Hyundai i20 Active 1.4 SX,8.5,0.0,2018,1,25000.0,0,1,1,21.19,1396.0,5
2714,Maruti Alto 800 LXI,1.8,3.5,2013,1,60000.0,0,4,1,22.74,796.0,5
2715,Mahindra Bolero 2011-2019 mHAWK D70 SLX,4.48,9.0,2011,0,31000.0,0,1,1,16.5,1493.0,5
2716,Maruti Swift Dzire VDI,5.8,0.0,2014,0,90000.0,0,1,1,23.4,1248.0,5
2717,Maruti Wagon R LXI CNG,3.25,6.1,2015,0,48000.0,0,0,1,26.6,998.0,5
2718,Mahindra Ssangyong Rexton RX6,9.0,0.0,2014,1,100000.0,0,1,1,12.4,2696.0,5
2719,BMW X1 sDrive 20d xLine,28.5,51.71,2016,0,14000.0,0,1,0,20.68,1995.0,5
2720,Mahindra XUV500 W6 1.99 mHawk,10.0,16.41,2018,1,60000.0,0,1,1,16.0,1997.0,5
2721,Maruti Alto K10 2010-2014 VXI,1.5,0.0,2010,0,69000.0,0,4,1,20.92,998.0,5
2722,Mercedes-Benz C-Class C 220 CDI Avantgarde,38.0,52.16,2019,0,7000.0,0,1,0,19.27,2143.0,5
2723,Tata Manza Aura Quadrajet,2.1,0.0,2011,1,80000.0,0,1,1,18.8,1248.0,5
2724,BMW 5 Series 520i Luxury Line,30.0,68.24,2016,0,30000.0,0,4,0,14.04,1997.0,5
2725,Maruti Ertiga VDI,6.45,0.0,2014,0,68880.0,0,1,1,20.77,1248.0,5
2726,Mahindra Bolero 2011-2019 SLE,7.55,0.0,2018,0,43214.0,0,1,1,15.96,2523.0,5
2727,Maruti Ciaz AT ZXi,6.9,9.95,2016,0,59000.0,0,4,0,19.12,1373.0,5
2728,BMW 3 Series 320d Sport Line,16.85,51.47,2014,0,55000.0,0,1,0,18.88,1995.0,5
2729,Renault Duster 85PS Diesel RxL Optional,6.25,0.0,2013,0,47000.0,0,1,1,20.46,1461.0,5
2730,Ford Ecosport 2015-2021 1.5 Diesel Trend,6.11,10.25,2015,0,71893.0,0,1,1,21.7,1498.0,5
2731,Mahindra KUV100 NXT G80 K4 Plus,5.7,6.66,2019,1,15000.0,0,4,1,18.15,1198.0,5
2732,Chevrolet Sail 1.2 Base,2.7,0.0,2015,1,90000.0,0,4,1,18.2,1199.0,5
2733,Volkswagen Vento 1.5 TDI Highline Plus 16 Alloy,6.99,0.0,2015,0,48000.0,0,1,1,20.64,1498.0,5
2734,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.5,0.0,2011,1,80000.0,0,1,1,12.8,2494.0,5
2735,Audi Q3 2.0 TDI Quattro,26.0,0.0,2017,0,32000.0,0,1,0,17.32,1968.0,5
2736,Skoda Fabia 1.2 MPI Active,2.0,0.0,2009,0,51010.0,0,4,1,14.7,1198.0,5
2737,Hyundai Xcent 1.1 CRDi Base,3.5,0.0,2017,1,110000.0,0,1,1,24.4,1120.0,5
2738,Volkswagen Vento 1.2 TSI Highline AT,4.75,10.61,2013,0,51500.0,0,4,0,16.93,1197.0,5
2739,Honda Brio S Option MT,2.96,0.0,2012,0,47000.0,0,4,1,18.4,1198.0,5
2740,Tata Sumo MKII LX BS IV,3.85,0.0,2014,1,90000.0,0,1,1,13.55,2179.0,5
2741,Maruti Alto 800 LXI,2.85,0.0,2016,0,65000.0,0,4,1,22.74,796.0,5
2742,Skoda Fabia 1.6 MPI Elegance,2.8,0.0,2013,1,50000.0,0,4,1,14.83,1598.0,5
2743,Renault Duster 85PS Diesel RxL Option,5.0,0.0,2013,1,38900.0,0,1,1,19.87,1461.0,5
2744,Skoda Octavia Ambition Plus 1.8 TSI AT,13.99,0.0,2017,0,22000.0,0,4,0,14.7,1798.0,5
2745,Mercedes-Benz C-Class C 220 CDI Avantgarde,14.0,52.16,2013,0,89172.0,0,1,0,19.27,2143.0,5
2746,BMW 1 Series 118d Sport Line,13.75,0.0,2013,0,39800.0,0,1,0,20.58,1995.0,5
2747,Toyota Innova Crysta 2016-2020 2.4 VX MT 8 STR,19.25,0.0,2018,0,25000.0,0,1,1,13.68,2393.0,5
2748,Mahindra XUV500 W10 AWD,10.5,16.59,2015,0,140000.0,0,1,1,16.0,2179.0,5
2749,Toyota Innova 2.5 G (Diesel) 7 Seater,11.25,0.0,2016,0,108000.0,0,1,1,12.99,2494.0,5
2750,Toyota Etios Liva GD,3.15,0.0,2012,1,120000.0,0,1,1,23.59,1364.0,5
2751,Maruti Swift VDI BSIV,6.1,0.0,2017,0,95079.0,0,1,1,25.2,1248.0,5
2752,Honda City CNG,4.95,0.0,2013,0,61000.0,0,0,1,16.8,1497.0,5
2753,Hyundai Verna CRDi 1.6 AT SX Plus,9.75,0.0,2017,0,25000.0,0,1,0,22.0,1582.0,5
2754,Hyundai i20 1.2 Spotz,6.15,0.0,2018,0,27000.0,0,4,1,18.6,1197.0,5
2755,Chevrolet Aveo U-VA 1.2 LS,1.5,0.0,2009,1,120000.0,0,4,1,15.26,1150.0,5
2756,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),3.0,0.0,2012,1,130000.0,0,1,1,20.5,1248.0,5
2757,Tata Indigo LS,1.11,0.0,2007,0,131000.0,0,1,1,17.0,1405.0,5
2758,Maruti Swift Dzire ZXI 1.2,3.24,6.92,2011,0,120000.0,0,4,1,21.21,1197.0,5
2759,Hyundai Grand i10 Magna,4.4,7.05,2014,0,36000.0,0,4,1,18.9,1197.0,5
2760,Maruti Ciaz Delta AT,11.0,9.95,2019,0,2950.0,0,4,0,20.04,1462.0,5
2761,Maruti Celerio VXi AMT,4.5,5.26,2016,0,16393.0,0,4,0,21.63,998.0,5
2762,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,5.5,0.0,2010,1,125000.0,0,1,1,12.8,2494.0,5
2763,Volkswagen Jetta 1.9 Highline TDI,4.25,0.0,2011,1,100000.0,0,1,0,15.5,1896.0,5
2764,Mahindra XUV500 AT W6 2WD,11.6,16.61,2017,0,37000.0,0,1,0,16.0,2179.0,5
2765,Volkswagen Polo 1.2 MPI Trendline,5.2,7.23,2017,0,13500.0,0,4,1,18.78,1198.0,5
2766,Mahindra Scorpio S10 8 Seater,9.25,14.49,2015,0,82000.0,0,1,1,15.4,2179.0,5
2767,Maruti Ertiga VDI,6.25,0.0,2013,0,42406.0,0,1,1,20.77,1248.0,5
2768,Mahindra KUV 100 G80 K4 Plus 6Str,4.5,6.8,2017,0,20000.0,0,4,1,18.15,1198.0,5
2769,Volkswagen Ameo 1.2 MPI Highline,4.5,0.0,2017,1,40000.0,0,4,1,17.0,1198.0,5
2770,Honda City i DTec SV,6.5,14.65,2015,0,65122.0,0,1,1,26.0,1498.0,5
2771,Honda City 1.5 S MT,3.25,0.0,2010,0,55000.0,0,4,1,17.0,1497.0,5
2772,Tata Tiago NRG Petrol,5.25,0.0,2018,0,7000.0,0,4,1,24.0,1199.0,5
2774,Maruti Wagon R LXI CNG,3.4,6.09,2014,0,87500.0,0,0,1,26.2,998.0,5
2775,Nissan Micra Active XL ICC WT20 SE,4.9,0.0,2018,0,6111.0,0,4,1,19.49,1198.0,5
2776,Maruti Baleno Delta 1.2,6.25,7.05,2018,0,17000.0,0,4,1,21.4,1197.0,5
2777,Tata Zest Quadrajet 1.3 75PS XMS,4.95,0.0,2016,0,38000.0,0,1,1,22.95,1248.0,5
2779,Maruti Wagon R AMT VXI,4.25,0.0,2016,1,30000.0,0,4,0,20.51,998.0,5
2780,Maruti Celerio VXI CNG,5.29,0.0,2019,0,19000.0,0,0,1,30.47,998.0,5
2781,Hyundai Grand i10 Sportz,4.8,6.87,2015,1,13000.0,0,4,1,18.9,1197.0,5
2782,Hyundai Creta 1.6 CRDi SX Plus,13.6,12.33,2018,0,65411.0,0,1,1,19.67,1582.0,5
2783,Maruti Ciaz 1.4 Zeta,8.1,9.95,2018,0,20286.0,0,4,1,20.73,1373.0,5
2784,Chevrolet Aveo 1.4 CNG,1.99,0.0,2012,0,77000.0,0,0,1,15.4,1399.0,5
2785,Maruti Vitara Brezza ZDi,8.0,0.0,2017,1,50000.0,0,1,1,24.3,1248.0,5
2786,Maruti Swift VXI BSIV,5.75,6.4,2016,0,30000.0,0,4,1,22.0,1197.0,5
2787,Hyundai i10 Sportz AT,3.6,0.0,2013,0,27562.0,0,4,0,16.95,1197.0,5
2789,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,10.25,0.0,2019,0,29000.0,0,1,1,25.1,1248.0,5
2790,Maruti Ertiga VXI Petrol,8.0,0.0,2018,0,23206.0,0,4,1,19.34,1462.0,5
2791,Maruti Alto 800 LXI Optional,3.3,3.6,2017,0,33000.0,0,4,1,24.7,796.0,5
2792,Hyundai i20 Asta 1.4 CRDi,5.25,0.0,2015,1,190000.0,0,1,1,22.54,1396.0,5
2793,Maruti Ciaz ZXi Plus,6.35,0.0,2016,0,53000.0,0,4,1,20.73,1373.0,5
2794,Jeep Compass 2.0 Limited,16.45,22.44,2017,0,21356.0,0,1,1,17.1,1956.0,5
2795,Volkswagen Vento Petrol Comfortline,3.25,0.0,2012,0,33500.0,0,4,1,15.04,1598.0,5
2796,Tata Bolt Quadrajet XT,3.75,0.0,2016,0,210000.0,0,1,1,22.95,1248.0,5
2797,Hyundai i20 Asta 1.2,4.0,7.9,2013,1,80000.0,0,4,1,18.5,1197.0,5
2798,Toyota Etios GD,6.25,0.0,2016,0,115000.0,0,1,1,23.59,1364.0,5
2799,Honda City 1.5 V AT,3.75,12.9,2010,0,105000.0,0,4,0,16.8,1497.0,5
2800,Honda City 2017-2020 CVT,2.25,12.9,2007,0,62683.0,0,4,0,16.4,1497.0,5
2801,Toyota Etios Cross 1.2L G,5.1,0.0,2015,1,45500.0,0,4,1,18.16,1197.0,5
2802,Maruti Swift VDI BSIV,5.45,0.0,2015,0,41000.0,0,1,1,25.2,1248.0,5
2803,BMW 5 Series 523i,13.99,68.24,2010,0,21000.0,0,4,0,10.8,2497.0,5
2804,Volkswagen Vento Diesel Highline,3.0,0.0,2010,1,106000.0,0,1,1,20.54,1598.0,5
2805,Volkswagen Polo GT TSI,5.35,7.23,2014,0,53000.0,0,4,0,17.21,1197.0,5
2806,Maruti Alto K10 LXI,1.8,0.0,2010,0,70000.0,0,4,1,20.92,998.0,5
2807,Hyundai i20 Sportz 1.4 CRDi,4.35,0.0,2012,0,40000.0,0,1,1,21.9,1396.0,5
2808,Skoda Rapid 1.5 TDI AT Elegance,7.5,0.0,2016,0,66000.0,0,1,0,21.66,1498.0,5
2809,Maruti Swift VXI BSIV,4.25,6.41,2014,0,41305.0,0,4,1,22.0,1197.0,5
2810,Honda City i DTec S,5.45,0.0,2014,0,54027.0,0,1,1,26.0,1498.0,5
2811,Renault KWID Climber 1.0 AMT,4.11,4.12,2017,0,36000.0,0,4,0,24.04,999.0,5
2813,Skoda Octavia Style Plus 1.8 TSI AT,16.0,42.57,2017,1,50000.0,0,4,0,14.7,1798.0,5
2814,Volkswagen CrossPolo 1.2 MPI,5.7,0.0,2015,0,56000.0,0,4,1,16.47,1198.0,5
2815,Mercedes-Benz CLA 200 CGI Sport,25.9,0.0,2018,0,14500.0,0,4,0,15.04,1991.0,5
2816,Audi A6 2.0 TDI,16.0,0.0,2013,0,74000.0,0,1,0,17.68,1968.0,5
2817,Maruti Swift Dzire Vdi BSIV,2.55,0.0,2008,0,82400.0,0,1,1,19.3,1248.0,5
2818,Maruti Alto 800 LXI,2.6,0.0,2014,0,62485.0,0,4,1,22.74,796.0,5
2819,Maruti Ritz ZDi,4.21,0.0,2014,1,120000.0,0,1,1,23.2,1248.0,5
2820,Maruti 800 AC,34.0,0.0,1999,1,120000.0,0,4,1,16.1,796.0,5
2821,Hyundai EON Era Plus,2.35,0.0,2012,0,57000.0,0,4,1,21.1,814.0,5
2822,Maruti Ciaz VDi Plus,7.1,0.0,2016,0,59000.0,0,1,1,26.21,1248.0,5
2823,Toyota Innova Crysta 2016-2020 2.4 VX MT,17.0,20.73,2016,0,65000.0,0,1,1,13.68,2393.0,5
2824,Maruti Wagon R VXI BS IV,3.0,5.4,2012,1,30000.0,0,4,1,18.9,998.0,5
2825,Maruti Wagon R CNG LXI,2.65,6.1,2013,0,57000.0,0,0,1,32.52,998.0,5
2826,Toyota Glanza V CVT,8.9,8.51,2019,0,9000.0,0,4,0,19.56,1197.0,5
2827,Maruti Swift VXI Optional,4.5,6.41,2015,1,20000.0,0,4,1,20.4,1197.0,5
2828,Ford Figo Petrol Titanium,2.9,6.77,2015,1,26000.0,0,4,1,15.6,1196.0,5
2829,Honda WR-V i-VTEC VX,7.5,10.02,2017,0,27724.0,0,4,1,17.5,1199.0,5
2830,Tata Nexon 1.5 Revotorq XZ,10.0,10.4,2018,1,25000.0,0,1,1,21.5,1497.0,5
2831,Hyundai i20 1.2 Era,3.1,7.91,2012,1,48000.0,0,4,1,17.0,1197.0,5
2832,Hyundai i20 2015-2017 Sportz Option 1.2,5.45,0.0,2015,0,55199.0,0,4,1,18.6,1197.0,5
2833,Honda Amaze S i-Dtech,4.75,9.18,2015,0,61058.0,0,1,1,25.8,1498.0,5
2834,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,16.25,20.73,2017,1,60000.0,0,1,1,13.68,2393.0,5
2835,Honda City i VTEC CVT VX,6.95,0.0,2014,2,36348.0,0,4,0,18.0,1497.0,5
2836,Renault Pulse RxL,3.35,0.0,2015,1,50000.0,0,1,1,23.08,1461.0,5
2837,Renault KWID RXL,3.31,4.0,2018,0,15000.0,0,4,1,25.17,799.0,5
2838,Chevrolet Enjoy TCDi LS 8 Seater,3.45,0.0,2014,0,78000.0,0,1,1,18.2,1248.0,5
2839,Maruti Baleno Alpha 1.2,6.15,7.05,2016,0,37072.0,0,4,1,21.4,1197.0,5
2840,Hyundai i10 Era 1.1,2.1,0.0,2008,0,45000.0,0,4,1,19.81,1086.0,5
2841,Tata Manza Aura (ABS) Safire,2.65,0.0,2011,0,50000.0,0,4,1,15.0,1368.0,5
2842,Skoda Laura Ambiente 2.0 TDI CR MT,4.5,0.0,2012,0,77000.0,0,1,1,20.0,1968.0,5
2843,Chevrolet Aveo 1.6 LT,1.45,0.0,2006,0,32000.0,0,4,1,14.2,1598.0,5
2844,BMW 3 Series 320d Corporate Edition,8.5,51.47,2011,0,51000.0,0,1,0,16.07,1995.0,5
2845,Mahindra Bolero DI,2.5,8.99,2007,1,120000.0,0,1,1,13.6,2523.0,5
2846,Skoda Superb Elegance 2.0 TDI CR AT,9.75,0.0,2014,0,79000.0,0,1,0,17.2,1968.0,5
2847,Mahindra Xylo E8 ABS 8S BSIV,3.5,0.0,2010,0,60000.0,0,1,1,14.0,2498.0,5
2848,Maruti Swift ZXI Plus,7.0,6.13,2018,1,16000.0,0,4,1,22.0,1197.0,5
2849,Honda Amaze S Diesel,4.25,9.08,2013,0,121877.0,0,1,1,24.7,1498.0,5
2850,Maruti Wagon R VXI,3.25,0.0,2014,0,44000.0,0,4,1,20.51,998.0,5
2851,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,24.0,39.09,2017,1,60000.0,0,1,1,14.24,2755.0,5
2852,Maruti Wagon R VXi BSII,2.75,5.51,2012,1,80000.0,0,4,1,18.9,998.0,5
2853,Maruti Swift VXI BSIV,3.11,6.4,2010,0,82000.0,0,4,1,22.0,1197.0,5
2854,Hyundai Grand i10 Magna AT,5.11,0.0,2016,0,28000.0,0,4,0,18.9,1197.0,5
2855,Honda City i VTEC CVT VX,8.2,12.9,2015,0,23461.0,0,4,0,18.0,1497.0,5
2856,Honda Jazz 1.2 V AT i VTEC,7.35,8.9,2017,1,19000.0,0,4,0,19.0,1199.0,5
2857,Skoda Rapid 1.6 MPI AT Ambition Plus,4.65,8.99,2014,0,62063.0,0,4,0,14.3,1598.0,5
2858,Maruti Wagon R VXI,3.72,5.4,2015,0,33766.0,0,4,1,20.51,998.0,5
2860,Maruti Swift Dzire Vdi BSIV,4.0,0.0,2011,0,95398.0,0,1,1,19.3,1248.0,5
2861,Volkswagen Vento Petrol Comfortline,4.25,10.48,2012,0,71000.0,0,4,1,15.04,1598.0,5
2862,Honda City V MT,6.25,12.9,2015,0,51000.0,0,4,1,17.4,1497.0,5
2863,Mahindra Verito 1.5 D6 BSIV,3.72,0.0,2014,1,90000.0,0,1,1,21.03,1461.0,5
2864,Tata Nexon 1.5 Revotorq XE,7.25,9.97,2018,1,50000.0,0,1,1,21.5,1497.0,5
2865,Maruti Celerio Green VXI,3.1,6.4,2014,1,91000.0,0,0,1,31.79,998.0,5
2866,Maruti Eeco 5 Seater Standard BSIV,2.5,4.67,2014,0,161209.0,0,4,1,15.37,1196.0,5
2867,Maruti Ciaz AT ZXi,7.25,9.95,2016,0,33000.0,0,4,0,19.12,1373.0,5
2868,Hyundai i20 1.2 Asta,7.0,7.91,2017,1,10000.0,0,4,1,18.6,1197.0,5
2869,Maruti Alto LX,1.85,0.0,2011,1,50000.0,0,4,1,19.7,796.0,5
2870,Honda Jazz 1.2 SV i VTEC,6.5,8.87,2017,0,32714.0,0,4,1,18.7,1199.0,5
2871,Tata Tiago 1.2 Revotron XZ Plus,5.5,5.67,2019,1,10000.0,0,4,1,23.84,1199.0,5
2872,Mahindra Bolero 2011-2019 Plus AC BSIV PS,6.3,8.99,2016,1,80000.0,0,1,1,15.96,2523.0,5
2873,Ford Fiesta 1.5 TDCi Ambiente,4.75,0.0,2015,1,120000.0,0,1,1,25.01,1498.0,5
2874,Volkswagen Vento Petrol Trendline,3.35,10.61,2011,0,45000.0,0,4,1,15.04,1598.0,5
2875,Audi A4 2.0 TDI,15.5,0.0,2014,0,67700.0,0,1,0,16.55,1968.0,5
2876,Maruti Ertiga VXI CNG,8.0,10.23,2017,0,53393.0,0,0,1,17.5,1373.0,5
2877,Maruti Swift Dzire VDi,3.9,0.0,2011,0,75220.0,0,1,1,19.3,1248.0,5
2878,Toyota Innova 2.5 G4 Diesel 8-seater,4.9,0.0,2008,0,142000.0,0,1,1,12.8,2494.0,5
2879,Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,7.65,0.0,2016,0,56000.0,0,1,1,23.0,1498.0,5
2880,Maruti Swift VXI,4.0,6.41,2013,1,97000.0,0,4,1,18.6,1197.0,5
2881,Maruti Swift VDI BSIV,4.98,0.0,2015,1,40200.0,0,1,1,25.2,1248.0,5
2882,Datsun GO A EPS,2.95,5.3,2016,0,29823.0,0,4,1,20.63,1198.0,5
2883,Hyundai Santro Xing XG AT,1.25,0.0,2005,0,32000.0,0,4,0,17.0,1086.0,5
2884,BMW 3 Series GT 320d Luxury Line,18.25,51.47,2015,0,65000.0,0,1,0,19.59,1995.0,5
2885,Maruti Wagon R LXI,2.45,5.4,2011,0,48000.0,0,4,1,21.79,998.0,5
2886,Audi A4 2.0 TDI Multitronic,13.0,0.0,2012,0,85250.0,0,1,0,16.55,1968.0,5
2887,Honda City i VTEC SV,6.15,12.9,2015,0,42000.0,0,4,1,17.8,1497.0,5
2888,Maruti Swift Dzire VXI,4.3,7.04,2012,1,58000.0,0,4,1,19.1,1197.0,5
2889,Maruti Ignis Zeta AMT,6.0,5.83,2019,0,9343.0,0,4,0,20.89,1197.0,5
2890,Mahindra KUV 100 mFALCON G80 K2 Plus,3.5,6.8,2017,1,70000.0,0,4,1,18.15,1198.0,5
2891,Maruti Wagon R LXI CNG,4.15,6.1,2016,0,22000.0,0,0,1,26.6,998.0,5
2892,Volkswagen Vento 1.5 TDI Comfortline,5.5,0.0,2014,0,95000.0,0,1,1,20.34,1498.0,5
2893,Honda City i-VTEC CVT ZX,14.0,12.9,2019,1,25000.0,0,4,0,18.0,1497.0,5
2894,Maruti Vitara Brezza ZDi,9.0,0.0,2018,0,66470.0,0,1,1,24.3,1248.0,5
2895,Hyundai Creta 1.6 VTVT E Plus,8.2,11.58,2016,0,27700.0,0,4,1,15.29,1591.0,5
2896,Volkswagen Jetta 1.4 TSI Comfortline,5.45,0.0,2014,0,51000.0,0,4,1,14.69,1390.0,5
2897,Skoda Octavia 1.8 TSI AT Style Plus,15.0,0.0,2017,0,40000.0,0,4,0,15.1,1798.0,5
2898,BMW 3 Series GT Luxury Line,28.0,0.0,2015,0,40000.0,0,1,0,21.76,1995.0,5
2899,Volkswagen Vento 1.5 TDI Highline,5.1,0.0,2014,0,71000.0,0,1,1,22.27,1498.0,5
2900,Mahindra Bolero 2011-2019 ZLX,5.5,0.0,2012,1,100000.0,0,1,1,15.96,2523.0,5
2901,Tata Tiago 1.2 Revotron XZ,3.7,0.0,2016,1,80000.0,0,4,1,23.84,1199.0,5
2902,Toyota Etios G,3.5,0.0,2014,1,75000.0,0,4,1,16.78,1496.0,5
2903,Hyundai i10 Magna 1.1L,3.35,0.0,2014,0,61696.0,0,4,1,19.81,1086.0,5
2904,Mahindra XUV500 W4,6.0,16.59,2013,1,60000.0,0,1,1,15.1,2179.0,5
2905,Mercedes-Benz CLS 250 CDI,7.0,0.0,2011,0,103000.0,0,1,0,19.4,2143.0,5
2906,Maruti Swift AMT VXI,6.0,6.24,2018,1,35000.0,0,4,0,21.21,1197.0,5
2907,Hyundai i20 Sportz Option 1.4 CRDi,5.5,9.42,2016,1,85000.0,0,1,1,22.54,1396.0,5
2908,Maruti Ertiga VXI CNG,6.9,0.0,2015,0,42895.0,0,0,1,17.5,1373.0,5
2909,Maruti Alto 800 LXI,3.0,3.6,2016,0,9223.0,0,4,1,22.74,796.0,5
2910,Honda Brio S MT,2.75,0.0,2012,0,60000.0,0,4,1,19.4,1198.0,5
2911,Hyundai Verna 1.6 CRDi S,9.25,12.84,2017,0,45910.0,0,1,1,23.9,1582.0,5
2912,Hyundai i20 Magna Plus,5.9,0.0,2019,0,8405.0,0,4,1,18.6,1197.0,5
2913,Hyundai Creta 1.6 CRDi SX Plus,10.5,11.76,2017,0,51050.0,0,1,1,19.67,1582.0,5
2914,Tata Nexon 1.2 Revotron XM,6.9,8.57,2017,0,17000.0,0,4,1,17.0,1198.0,5
2915,Honda Brio E MT,3.1,0.0,2014,0,51000.0,0,4,1,19.4,1198.0,5
2916,Volkswagen Vento 2013-2015 1.6 Comfortline,4.65,0.0,2014,0,59000.0,0,4,1,15.04,1598.0,5
2917,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,15.75,0.0,2017,0,100000.0,0,1,0,11.36,2755.0,5
2918,Skoda Rapid 1.6 MPI AT Ambition BSIV,8.25,0.0,2017,0,28000.0,0,4,0,14.84,1598.0,5
2919,MG Hector Sharp AT BSIV,18.55,15.43,2019,0,8500.0,0,4,0,13.96,1451.0,5
2920,Hyundai Grand i10 Sportz,4.55,7.06,2016,0,13000.0,0,4,1,18.9,1197.0,5
2921,Ford Aspire 1.2 Ti-VCT Titanium,6.8,6.91,2018,1,5000.0,0,4,1,18.16,1196.0,5
2922,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,7.0,0.0,2012,1,130000.0,0,1,1,12.99,2494.0,5
2923,Honda City E,5.24,12.9,2015,0,29000.0,0,4,1,16.8,1497.0,5
2924,Volkswagen Polo 2015-2019 GT 1.5 TDI,8.75,0.0,2018,0,11000.0,0,1,1,21.49,1498.0,5
2925,Maruti Ritz VXI,3.0,0.0,2012,0,68000.0,0,4,1,21.1,1197.0,5
2926,Hyundai Grand i10 Sportz,4.1,7.05,2016,1,198000.0,0,4,1,18.9,1197.0,5
2927,Renault KWID 1.0 RXT AMT Opt BSIV,3.49,4.15,2017,0,35000.0,0,4,0,24.04,999.0,5
